name,set,image,main_type,sub_type,color_type,special_type,tribe,attribute,level,attack,defense,text
Scrubbed Raid,DP09,database\images\ScrubbedRaid.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During the Battle Phase, you can send 1 card you control to the Graveyard, except this card, to end the Battle Phase."
Second Coin Toss,DB2,database\images\SecondCoinToss.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"As long as this card remains face-up on the field, you can negate the effects of a card requiring a coin toss once per turn and redo the coin toss."
Secret Pass to the Treasures,DB2,database\images\SecretPasstotheTreasures.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up monster with an ATK equal to 1000 points or less on your side of the field. During the turn this card is activated, the selected monster can attack your opponent directly."
Secret Village of the Spellcasters,CSOC,database\images\SecretVillageoftheSpellcasters.jpg,Spell,Field,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"If you control a Spellcaster-Type monster and your opponent does not, your opponent cannot activate Spell Cards. If you control no Spellcaster-Type monsters, you cannot activate Spell Cards."
Seed Cannon,CRMS,database\images\SeedCannon.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a Plant-Type monster(s) is Summoned, place 1 Plant Counter on this card (max. 5). You can send this card to the Graveyard to inflict 500 damage to your opponent for each Plant Counter on it."
Seed of Deception,CSOC,database\images\SeedofDeception.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Special Summon 1 Level 2 or lower Plant-Type monster from your hand.
Senet Switch,CDIP,database\images\SenetSwitch.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Once per turn, during your Main Phase, you can move 1 monster on your side of the field to an adjacent unoccupied Monster Card Zone."
Serpent Suppression,ABPF,database\images\SerpentSuppression.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Face-up Attack Position monsters your opponent controls with 0 ATK cannot be destroyed by battle by ""Reptilianne"" monsters."
Shadow Of Eyes,DB1,database\images\ShadowOfEyes.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when your opponent Sets a Monster Card in Defense Position. Change it to face-up Attack Position. If the Monster Card has a Flip Effect, it is not activated."
Share the Pain,DB2,database\images\SharethePain.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Tribute 1 monster on your side of the field. Your opponent must select 1 monster on his/her side of the field and Tribute it.
Shield and Sword,DB2,database\images\ShieldandSword.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Switch the original ATK and DEF of all face-up monsters on the field until the end of the turn. Any additions and subtractions to ATK and / or DEF due to card effects are applied to the new ATK and DEF. Monsters summoned after this card's activation are excluded.
Shien's Spy,CRV,database\images\ShiensSpy.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up monster on your side of the field to activate this card. Until the End Phase of this turn, shift control of the selected monster to your opponent."
Shining Silver Force,CRMS,database\images\ShiningSilverForce.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when your opponent activates a Trap Card that inflicts damage. Negate the activate of that card and destroy it and all face-up Spell and Trap Cards your opponent controls.
Simultaneous Loss,DR04,database\images\SimultaneousLoss.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Each player sends the top card from their Deck to the Graveyard.
Six Scrolls of the Samurai,CRMS,database\images\SixScrollsoftheSamurai.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 2 face-up ""Six Samurai"" monsters. Special Summon 1 ""Great Shogun Shien"" from your Deck."
Skull Invitation,DB1,database\images\SkullInvitation.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time a card is sent to the Graveyard, inflict 300 points of damage to its owner's Life Points per card."
Skull Lair,DB2,database\images\SkullLair.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Remove any number of monster cards in your Graveyard from play. Destroy 1 face-up monster on the field whose Level Stars are equal to the number of the cards you removed from play.
Smoke Grenade of the Thief,DB2,database\images\SmokeGrenadeoftheThief.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When this Equip Spell Card is active and is destroyed due to a card effect, look at your opponent's hand. Select 1 card from his/her hand and discard it to the Graveyard."
Solar Ray,AST,database\images\SolarRay.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Inflict 600 damage to your opponent for each face-up LIGHT monster on your side of the field.
Solemn Wishes,DB1,database\images\SolemnWishes.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Gain 500 Life Points each time you draw a card (or cards).
Soul Demolition,DB2,database\images\SoulDemolition.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,You can activate this card's effect only when you have a Fiend-Type monster on your side of the field. You must pay 500 Life Points to use this effect. Both players select 1 Monster Card from their opponent's Graveyard and remove them from play.
Soul of the Pure,DB2,database\images\SoulofthePure.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Gain 800 Life Points.
Soul Reversal,AST,database\images\SoulReversal.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Return 1 Flip Effect Monster from your Graveyard to the top of your Deck.
Special Hurricane,AST,database\images\SpecialHurricane.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Discard 1 card from your hand. Destroy all Special Summoned monsters on the field.
Spell Reproduction,DCR,database\images\SpellReproduction.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Send 2 Spell Cards from your hand to the Graveyard. Select 1 Spell Card from your Graveyard and add it your hand.
Spell Vanishing,DCR,database\images\SpellVanishing.jpg,Trap,Counter,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Discard 2 cards from your hand to negate the activation of a Spell Card and destroy it. Also, check your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard."
Spider's Lair,ABPF,database\images\SpidersLair.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Once per turn, you can select 1 face-up Insect-Type monster you control. While this card remains on the field, any opponent's monster that battles with one of those monsters is changed to Defense Position at the end of the Battle Phase, and cannot change its battle position while this card is on the field."
Spirit Barrier,CP05,database\images\SpiritBarrier.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"While you control a monster(s), you take no Battle Damage."
Spirit Force,CRMS,database\images\SpiritForce.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only during damage calculation during your opponent's turn. You take no Battle Damage from that battle. Then, you can add 1 Warrior-Type Tuner monster with 1500 or less DEF from your Graveyard to your hand."
Spirit Message A,DB2,database\images\SpiritMessageA.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card can only be placed on the field by the effect of ""Destiny Board""."
Spirit Message I,DB2,database\images\SpiritMessageI.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card can only be placed on the field by the effect of ""Destiny Board""."
Spirit Message L,DB2,database\images\SpiritMessageL.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card can only be placed on the field by the effect of ""Destiny Board""."
Spirit Message N,DB2,database\images\SpiritMessageN.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"This card can only be placed on the field by the effect of ""Destiny Board""."
Spirit's Invitation,DB2,database\images\SpiritsInvitation.jpg,Trap,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time your Spirit monster returns to your hand, select 1 monster on your opponent's side of the field and return it to its owner's hand. Pay 500 Life Points during each of your Standby Phases. If you cannot, this card is destroyed."
Spiritual Earth Art - Kurogane,CRV,database\images\SpiritualEarthArtKurogane.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 EARTH monster on your side of the field. Special Summon 1 Level 4 or lower EARTH monster from your Graveyard, except the Tributed monster."
Spiritual Energy Settle Machine,DB2,database\images\SpiritualEnergySettleMachine.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field and do not return to their owners' hands during the End Phase even if they are Summoned or flipped face-up. Discard 1 card from your hand during each of your End Phases to keep this card's effect active. If you cannot discard, this card is destroyed. If this card is destroyed or removed from the field, all face-up Spirit monsters must return to the owners' hands immediately."
Spiritual Fire Art - Kurenai,CRV,database\images\SpiritualFireArtKurenai.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Tribute 1 FIRE monster on your side of the field. Inflict damage to your opponent's Life Points equal to the original ATK of the Tributed monster.
Spiritual Water Art - Aoi,CRV,database\images\SpiritualWaterArtAoi.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 WATER monster on your side of the field. Look at your opponent's hand, select 1 card from it, and send that card to the Graveyard."
Spiritual Wind Art - Miyabi,CRV,database\images\SpiritualWindArtMiyabi.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 WIND monster on your side of the field. Select 1 card on your opponent's side of the field, and return it to the bottom of the owner's Deck."
Spring of Rebirth,DB2,database\images\SpringofRebirth.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Gain 500 Life Points every time monsters return from the field to the owner's hand.
Stamping Destruction,DB2,database\images\StampingDestruction.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when you have a face-up Dragon-Type monster on your side of the field. Destroy 1 Spell or Trap Card on the field and inflict 500 points of damage to the controller of that card.
Statue of the Wicked,DB2,database\images\StatueoftheWicked.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"When this card is destroyed and send to the Graveyard, Special Summon 1 ""Wicked Token"" (Fiend-Type/Dark/4 Stars/ATK 1000/DEF 1000) in Attack or Defense Position on your side of the field."
Stop Defense,DB1,database\images\StopDefense.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Select 1 Defense Position monster on your opponent's side of the field and change it to Attack Position.
Straight Flush,CDIP,database\images\StraightFlush.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only when all of your opponent's Spell & Trap Card Zones are occupied. Destroy all cards in your opponent's Spell & Trap Card Zones.
Super Junior Confrontation,DR04,database\images\SuperJuniorConfrontation.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only when your opponent's monster declares an attack. Negate the battle, and 1 monster with the lowest ATK in face-up Attack Position on your opponent's side of the field battles against 1 monster with the lowest DEF in face-up Defense Position on your side of the field. After that battle ends, end the Battle Phase."
Super Rejuvenation,DGD1,database\images\SuperRejuvenation.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"During the End Phase of the turn this card is activated, draw 1 card for each Dragon-Type monster discarded from your hand and/or Tributed during this turn."
Super Solar Nutrient,CRMS,database\images\SuperSolarNutrient.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Tribute 1 Level 2 or lower Plant-Type monster, Special Summon 1 Plant-Type monster whose Level is equal to or lower than the Tributed monster's Level +3 from your hand or Deck. When this card is removed from the field, destroy that monster. When that monster is removed from the field, destroy this card."
Swing of Memories,DP06,database\images\SwingofMemories.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Special Summon 1 Normal Monster from your Graveyard. It is destroyed during the End Phase of this turn.
Sword of the Soul-Eater,AST,database\images\SwordoftheSoulEater.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"You can only equip this card to a Level 3 or lower Normal Monster on your side of the field. When you activate this card, Tribute all Normal Monsters (except Tokens) on your side of the field, except the equipped monster, as Tributes. Increase the ATK of the equipped monster by 1000 points for each Normal Monster that you Tributed."
Symbol of Heritage,DR04,database\images\SymbolofHeritage.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Activate only while there are 3 monster cards with the same name in your Graveyard. Select 1 of those monsters, Special Summon it to your side of the field, and equip it with this card. When this card is destroyed, destroy the equipped monster."
Symbols of Duty,5DS1,database\images\SymbolsofDuty.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Send 1 Normal Monster you control to the Graveyard. Select and Special Summon 1 monster from either Graveyard and equip it with this card. When this card is removed from the field, destroy the equipped monster."
Synchro Blast Wave,5DS1,database\images\SynchroBlastWave.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only while you control a face-up Synchro Monster. Destroy 1 monster your opponent controls.
Synchro Boost,5DS1,database\images\SynchroBoost.jpg,Spell,Equip,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"The equipped monster gains 500 ATK, and its Level is increased by 1."
Synchro Change,CRMS,database\images\SynchroChange.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Remove from play 1 face-up Synchro Monster you control. Special Summon 1 Synchro Monster from your Extra Deck whose Level is the same as the removed monster's. Its effect(s) is negated.
Synchro Control,ABPF,database\images\SynchroControl.jpg,Spell,Quick-Play,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Activate only if you have no Synchro Monsters on your side of the field or in your Graveyard. Pay 1000 Life Points and select 1 face-up Synchro Monster your opponent controls. Take control of the selected monster until the End Phase of your turn.
Synchro Gift,DP10,database\images\SynchroGift.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 2 face-up monsters you control (1 Synchro Monster and 1 non-Synchro monster). Until the End Phase of this turn, reduce the ATK of the Synchro Monster to 0, and the other monster gains ATK equal to the Synchro Monster's original ATK."
Synchro Material,DP10,database\images\SynchroMaterial.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Select 1 face-up monster your opponent controls. If you Synchro Summon this turn, you can use the selected monster as a Synchro Material Monster. You cannot conduct your Battle Phase during the turn you activate this card."
Synchro Strike,CSOC,database\images\SynchroStrike.jpg,Trap,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Target Synchro Summoned monster gains 500 ATK for each Synchro Material Monster used to Summon it, until the End Phase."
Synchronized Realm,5DS1,database\images\SynchronizedRealm.jpg,Spell,Continuous,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Each time you Synchro Summon a Synchro Monster, inflict 500 damage to your opponent."
System Down,CRV,database\images\SystemDown.jpg,Spell,Normal,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Pay 1000 Life Points. Remove from play all Machine-Type monsters on your opponent's side of the field and in their Graveyard.
